rating,offer,price,mrp,results,title_name
,71% off,₹575,"1,999",https://www.flipkart.com/elios-women-casual-brown-artificial-leather-wallet/p/itmf87tugqy3dyxt?pid=WCWF86TFZXPBTZY5&lid=LSTWCWF86TFZXPBTZY5FW9USP&marketplace=FLIPKART&srno=b_3_103&otracker=hp_omu_Mid%2BSeason%2BClearance%2BSale_1_Min.%2B60%2525%2BOff_3HCZHOH0UZ_1&fm=organic&iid=f08ffef5-5593-418a-8f27-66110ecc209a.WCWF86TFZXPBTZY5.SEARCH,"Women Casual Brown Artificial Leather Wallet,  (12 Card Slots)"
,66% off,₹539,"1,599",https://www.flipkart.com/allen-cooper-men-casual-brown-genuine-leather-wallet/p/itmfc8h5sr6qjshz?pid=WCWFC59KQHC3FFEG&lid=LSTWCWFC59KQHC3FFEGQNEUI4&marketplace=FLIPKART&srno=b_3_100&otracker=hp_omu_Mid%2BSeason%2BClearance%2BSale_1_Min.%2B60%2525%2BOff_3HCZHOH0UZ_1&fm=organic&iid=en_aojAsE7bEe7x1AiWKpVOQfjsjwyhnSHPXd6A%2FmNZeiq4cXhdT%2F51osC%2Fsym7dp5BXk9U34EomL3wxoFFTNe78A%3D%3D,"Men Casual Brown Genuine Leather Wallet,  (5 Card Slots)"
,80% off,₹390,"1,999",https://www.flipkart.com/bogesi-men-black-genuine-leather-wallet/p/itmf3zexzbeqfdzq?pid=WCWEJVCSKPQJ2HH7&lid=LSTWCWEJVCSKPQJ2HH7AFE4ND&marketplace=FLIPKART&srno=b_3_102&otracker=hp_omu_Mid%2BSeason%2BClearance%2BSale_1_Min.%2B60%2525%2BOff_3HCZHOH0UZ_1&fm=organic&iid=14699932-1e82-4b15-91ba-8936d0f4c8ac.WCWEJVCSKPQJ2HH7.SEARCH,"Men Black Genuine Leather Wallet,  (14 Card Slots)"
,76% off,₹311,"1,299",https://www.flipkart.com/dezire-crafts-men-casual-tan-artificial-leather-wallet/p/itmf68dagzxaged3?pid=WCWF68AYAQZZZAZT&lid=LSTWCWF68AYAQZZZAZTACKWLF&marketplace=FLIPKART&srno=b_3_99&otracker=hp_omu_Mid%2BSeason%2BClearance%2BSale_1_Min.%2B60%2525%2BOff_3HCZHOH0UZ_1&fm=organic&iid=2cefd058-aecb-4331-a141-d7b5ba23c3bd.WCWF68AYAQZZZAZT.SEARCH,"Men Casual Tan Artificial Leather Wallet,  (9 Card Slots)"
,81% off,₹243,"1,295",https://www.flipkart.com/pocket-bazar-men-brown-artificial-leather-wallet/p/itmf755ryuamgy84?pid=WCWF7DQJP2GSZ3WH&lid=LSTWCWF7DQJP2GSZ3WHB2IPZ7&marketplace=FLIPKART&srno=b_3_97&otracker=hp_omu_Mid%2BSeason%2BClearance%2BSale_1_Min.%2B60%2525%2BOff_3HCZHOH0UZ_1&fm=organic&iid=f9cd8265-63e7-4b0a-aa4f-a8cc3d7aada6.WCWF7DQJP2GSZ3WH.SEARCH,"Men Brown Artificial Leather Wallet,  (3 Card Slots)"
,80% off,₹231,"1,195",https://www.flipkart.com/pocket-bazar-men-casual-tan-artificial-leather-wallet/p/itmf3zeyu9huwkmz?pid=WCWF2NV7VZGJHV5T&lid=LSTWCWF2NV7VZGJHV5TEJ7AGA&marketplace=FLIPKART&srno=b_3_96&otracker=hp_omu_Mid%2BSeason%2BClearance%2BSale_1_Min.%2B60%2525%2BOff_3HCZHOH0UZ_1&fm=organic&iid=1dbd5ad9-4ec4-4e1b-9900-20887e28af36.WCWF2NV7VZGJHV5T.SEARCH,"Men Casual Tan Artificial Leather Wallet,  (5 Card Slots)"
,63% off,₹480,"1,299",https://www.flipkart.com/metronaut-men-brown-genuine-leather-wallet/p/itmf6jsfvb7kztkc?pid=WCWF6JSFGYZFWHJK&lid=LSTWCWF6JSFGYZFWHJKROSPF5&marketplace=FLIPKART&srno=b_3_98&otracker=hp_omu_Mid%2BSeason%2BClearance%2BSale_1_Min.%2B60%2525%2BOff_3HCZHOH0UZ_1&fm=organic&iid=20ed5401-2e50-4325-bbd5-156ccacf2255.WCWF6JSFGYZFWHJK.SEARCH,"Men Brown Genuine Leather Wallet,  (4 Card Slots)"
,74% off,₹179,699,https://www.flipkart.com/wenzest-boys-casual-black-artificial-leather-wallet/p/itmf3zeyszmyahnz?pid=WCWEZ5YSHHC7GCHQ&lid=LSTWCWEZ5YSHHC7GCHQUYU1ZL&marketplace=FLIPKART&srno=b_3_101&otracker=hp_omu_Mid%2BSeason%2BClearance%2BSale_1_Min.%2B60%2525%2BOff_3HCZHOH0UZ_1&fm=organic&iid=26b26e0c-fe40-4aff-b316-d5e0859cad69.WCWEZ5YSHHC7GCHQ.SEARCH,"Boys Casual Black Artificial Leather Wallet,  (3 Card Slots)"
,60% off,₹319,798,https://www.flipkart.com/gear-men-blue-genuine-leather-wallet/p/itmfa7cytfyzwpy5?pid=WCWFA7BJ6EATGD4S&lid=LSTWCWFA7BJ6EATGD4SZC8IKK&marketplace=FLIPKART&srno=b_3_95&otracker=hp_omu_Mid%2BSeason%2BClearance%2BSale_1_Min.%2B60%2525%2BOff_3HCZHOH0UZ_1&fm=organic&iid=4a5a730a-f356-4d70-b4eb-8788bead33c5.WCWFA7BJ6EATGD4S.SEARCH,"Men Blue Genuine Leather Wallet,  (3 Card Slots)"
,76% off,₹358,"1,495",https://www.flipkart.com/tnw-men-casual-black-genuine-leather-wallet/p/itmf3zexhjyhnx4j?pid=WCWF2FDGTRVZEPSX&lid=LSTWCWF2FDGTRVZEPSXYUWVQN&marketplace=FLIPKART&srno=b_3_92&otracker=hp_omu_Mid%2BSeason%2BClearance%2BSale_1_Min.%2B60%2525%2BOff_3HCZHOH0UZ_1&fm=organic&iid=af2c848b-2e0b-407b-b013-ad1a0f442bf4.WCWF2FDGTRVZEPSX.SEARCH,"Men Casual Black Genuine Leather Wallet,  (3 Card Slots)"
,66% off,₹498,"1,499",https://www.flipkart.com/ox-men-tan-genuine-leather-wallet/p/itmf9ghvyju9hreh?pid=WCWF9GC5HNYFP2EF&lid=LSTWCWF9GC5HNYFP2EFFQSZMX&marketplace=FLIPKART&srno=b_3_94&otracker=hp_omu_Mid%2BSeason%2BClearance%2BSale_1_Min.%2B60%2525%2BOff_3HCZHOH0UZ_1&fm=organic&iid=en_aojAsE7bEe7x1AiWKpVOQfjsjwyhnSHPXd6A%2FmNZeiplHbN%2FpdTPwD0iIhmaYTYbg4QFpUevUPuMUAZDs5n%2FMw%3D%3D,"Men Tan Genuine Leather Wallet,  (9 Card Slots)"
,70% off,"₹1,229","4,200",https://www.flipkart.com/louis-stitch-men-black-genuine-leather-wallet/p/itmf3zeudbrszmhm?pid=WCWEZGHCQWWKBGJ7&lid=LSTWCWEZGHCQWWKBGJ7V77LS1&marketplace=FLIPKART&srno=b_3_90&otracker=hp_omu_Mid%2BSeason%2BClearance%2BSale_1_Min.%2B60%2525%2BOff_3HCZHOH0UZ_1&fm=organic&iid=en_aojAsE7bEe7x1AiWKpVOQfjsjwyhnSHPXd6A%2FmNZeiqdPHOYcDsJltKspQuI9razKlZVQtYjY117r0uEYSeLPQ%3D%3D,"Men Black Genuine Leather Wallet,  (9 Card Slots)"
,79% off,₹244,"1,195",https://www.flipkart.com/tnw-men-casual-formal-black-artificial-leather-wallet/p/itmf4z9xtdnjzhcg?pid=WCWF4Z8DHNT6HDNE&lid=LSTWCWF4Z8DHNT6HDNEENGMFU&marketplace=FLIPKART&srno=b_3_89&otracker=hp_omu_Mid%2BSeason%2BClearance%2BSale_1_Min.%2B60%2525%2BOff_3HCZHOH0UZ_1&fm=organic&iid=882a8d18-d8b0-4df1-8145-936b56500231.WCWF4Z8DHNT6HDNE.SEARCH,"Men Casual, Formal Black Artificial Leather Wallet,  (10 Card Slots)"
,80% off,₹199,999,https://www.flipkart.com/wildantler-men-casual-brown-artificial-leather-wallet/p/itmf3zexnn6ar2ft?pid=WCWEV42HZ2KH5GDZ&lid=LSTWCWEV42HZ2KH5GDZMUPPMA&marketplace=FLIPKART&srno=b_3_91&otracker=hp_omu_Mid%2BSeason%2BClearance%2BSale_1_Min.%2B60%2525%2BOff_3HCZHOH0UZ_1&fm=organic&iid=104ef97c-18ba-4696-947f-12fa7370b3d2.WCWEV42HZ2KH5GDZ.SEARCH,"Men Casual Brown Artificial Leather Wallet,  (8 Card Slots)"
,82% off,₹179,999,https://www.flipkart.com/samtroh-men-casual-blue-artificial-leather-wallet/p/itmfa2yrmhebgwhq?pid=WCWFAFZAHNHZKTFU&lid=LSTWCWFAFZAHNHZKTFUAKNG4L&marketplace=FLIPKART&srno=b_3_93&otracker=hp_omu_Mid%2BSeason%2BClearance%2BSale_1_Min.%2B60%2525%2BOff_3HCZHOH0UZ_1&fm=organic&iid=38e5a1ca-f017-4622-aa83-3b2489bb3709.WCWFAFZAHNHZKTFU.SEARCH,"Men Casual Blue Artificial Leather Wallet,  (3 Card Slots)"
,81% off,₹549,"2,999",https://www.flipkart.com/hidelink-men-casual-black-genuine-leather-wallet/p/itmf3zdgxrb4s4vg?pid=WCWEXEFNUMNYWNG5&lid=LSTWCWEXEFNUMNYWNG5ZRV2C1&marketplace=FLIPKART&srno=b_3_88&otracker=hp_omu_Mid%2BSeason%2BClearance%2BSale_1_Min.%2B60%2525%2BOff_3HCZHOH0UZ_1&fm=organic&iid=f7d45914-aa50-474a-b9cd-541d9b7bd075.WCWEXEFNUMNYWNG5.SEARCH,"Men Casual Black Genuine Leather Wallet,  (5 Card Slots)"
,81% off,₹221,"1,198",https://www.flipkart.com/pocket-bazar-men-beige-artificial-leather-money-clip/p/itmfanpf6zmevzbf?pid=WCWFANM6EDKRY4VA&lid=LSTWCWFANM6EDKRY4VAZPJE6U&marketplace=FLIPKART&srno=b_3_87&otracker=hp_omu_Mid%2BSeason%2BClearance%2BSale_1_Min.%2B60%2525%2BOff_3HCZHOH0UZ_1&fm=organic&iid=b226a3b1-9c71-4378-9430-3df4bab1147c.WCWFANM6EDKRY4VA.SEARCH,"Men Beige Artificial Leather Money Clip,  (8 Card Slots)"
,82% off,₹358,"1,999",https://www.flipkart.com/rasso-men-casual-brown-genuine-leather-wallet/p/itmfbbzz2d49tycg?pid=WCWFBA243ZDUF2BS&lid=LSTWCWFBA243ZDUF2BSDWYT1E&marketplace=FLIPKART&srno=b_3_84&otracker=hp_omu_Mid%2BSeason%2BClearance%2BSale_1_Min.%2B60%2525%2BOff_3HCZHOH0UZ_1&fm=organic&iid=en_aojAsE7bEe7x1AiWKpVOQfjsjwyhnSHPXd6A%2FmNZeiq%2FLf%2FKiLd3UQa4ACs64NAzeR0fos63GKhCyB%2Fv6OFyRw%3D%3D,"Men Casual Brown Genuine Leather Wallet,  (9 Card Slots)"
,80% off,₹233,"1,195",https://www.flipkart.com/pocket-bazar-men-casual-black-artificial-leather-wallet/p/itmf7d6hmtmgjtrf?pid=WCWF7CUGGDUZ63HM&lid=LSTWCWF7CUGGDUZ63HMWODWNI&marketplace=FLIPKART&srno=b_3_83&otracker=hp_omu_Mid%2BSeason%2BClearance%2BSale_1_Min.%2B60%2525%2BOff_3HCZHOH0UZ_1&fm=organic&iid=911c3be1-1563-4f1c-a4d3-9071d82c50fd.WCWF7CUGGDUZ63HM.SEARCH,"Men Casual Black Artificial Leather Wallet,  (5 Card Slots)"
,87% off,₹75,599,https://www.flipkart.com/mi-corporations-10-card-holder/p/itmera54nhv7n7cy?pid=CHDERA4WW3ZGSEZC&lid=LSTCHDERA4WW3ZGSEZCKPT6FO&marketplace=FLIPKART&srno=b_3_86&otracker=hp_omu_Mid%2BSeason%2BClearance%2BSale_1_Min.%2B60%2525%2BOff_3HCZHOH0UZ_1&fm=organic&iid=510213c6-4c6d-45b6-bfe7-f64ffa4028dc.CHDERA4WW3ZGSEZC.SEARCH,"mi corporations 10 Card Holder,TOSS Faux Leather File Folder"
,80% off,₹197,999,https://www.flipkart.com/samtroh-men-black-artificial-leather-wallet/p/itmf3zffugabxy5d?pid=WCWF3DQBZDDYE4YK&lid=LSTWCWF3DQBZDDYE4YKVZNVHZ&marketplace=FLIPKART&srno=b_3_82&otracker=hp_omu_Mid%2BSeason%2BClearance%2BSale_1_Min.%2B60%2525%2BOff_3HCZHOH0UZ_1&fm=organic&iid=a0afe853-6b4a-46dd-b7ee-d885de42eba7.WCWF3DQBZDDYE4YK.SEARCH,"Men Black Artificial Leather Wallet,  (3 Card Slots)"
,72% off,₹499,"1,799",https://www.flipkart.com/hidelink-men-brown-genuine-leather-wallet/p/itmf3zen3egfhw5f?pid=WCWFF3HY5RD7BVAX&lid=LSTWCWFF3HY5RD7BVAX21DMF3&marketplace=FLIPKART&srno=b_3_110&otracker=hp_omu_Mid%2BSeason%2BClearance%2BSale_1_Min.%2B60%2525%2BOff_3HCZHOH0UZ_1&fm=organic&iid=en_aojAsE7bEe7x1AiWKpVOQfjsjwyhnSHPXd6A%2FmNZeio%2FD6b83UZVfW%2Bb4ffAkVMjAEKpFHdYzkyD0nYk0lWMTQ%3D%3D,"Men Brown Genuine Leather Wallet,  (6 Card Slots)"
,70% off,₹419,"1,399",https://www.flipkart.com/newport-men-black-genuine-leather-wallet/p/itmf3zf2uanvbxht?pid=WCWF3QX9XSHNJ8XG&lid=LSTWCWF3QX9XSHNJ8XGJQHBGA&marketplace=FLIPKART&srno=b_9_357&otracker=hp_omu_Mid%2BSeason%2BClearance%2BSale_1_Min.%2B60%2525%2BOff_3HCZHOH0UZ_1&fm=organic&iid=5a59f85d-2261-4757-9bd9-78ff3ce18b51.WCWF3QX9XSHNJ8XG.SEARCH,"Men Black Genuine Leather Wallet,  (4 Card Slots)"
,73% off,₹317,"1,199",https://www.flipkart.com/dezire-crafts-men-casual-formal-tan-artificial-leather-wallet/p/itmf3zexzvq58gek?pid=WCWET8EZRM7PXXG4&lid=LSTWCWET8EZRM7PXXG4D2KNPQ&marketplace=FLIPKART&srno=b_3_85&otracker=hp_omu_Mid%2BSeason%2BClearance%2BSale_1_Min.%2B60%2525%2BOff_3HCZHOH0UZ_1&fm=organic&iid=2ee432de-944d-4e9a-bf1b-db6edb3bf7bd.WCWET8EZRM7PXXG4.SEARCH,"Men Casual, Formal Tan Artificial Leather Wallet,  (7 Card Slots)"
,78% off,₹210,995,https://www.flipkart.com/tnw-boys-tan-artificial-leather-wallet/p/itmf3zdgfy9hvphg?pid=WCWEXHENGPZ2SQBZ&lid=LSTWCWEXHENGPZ2SQBZBH6HBE&marketplace=FLIPKART&srno=b_9_355&otracker=hp_omu_Mid%2BSeason%2BClearance%2BSale_1_Min.%2B60%2525%2BOff_3HCZHOH0UZ_1&fm=organic&iid=4609f7b0-299f-43e5-87c7-f7853aae4188.WCWEXHENGPZ2SQBZ.SEARCH,"Boys Tan Artificial Leather Wallet,  (3 Card Slots)"
,82% off,₹510,"2,999",https://www.flipkart.com/hidelink-men-formal-brown-genuine-leather-wallet/p/itmf3zemhfth9h6f?pid=WCWEXAZWHG7F7NNQ&lid=LSTWCWEXAZWHG7F7NNQHHQEFS&marketplace=FLIPKART&srno=b_9_354&otracker=hp_omu_Mid%2BSeason%2BClearance%2BSale_1_Min.%2B60%2525%2BOff_3HCZHOH0UZ_1&fm=organic&iid=en_zJBAt%2BcvUXHb%2B5fZHZnt%2BH%2Bf6mlI5pHRSkTvUIb62IVoqzGpFdarlzH2WIlnKCG0VxCLFCCMciiqjAgrQOm0zQ%3D%3D,"Men Formal Brown Genuine Leather Wallet,  (6 Card Slots)"
,61% off,₹575,"1,500",https://www.flipkart.com/elios-women-brown-artificial-leather-card-holder/p/itmfe8azkxzp27tz?pid=WCWFE7ZEWGNHAES3&lid=LSTWCWFE7ZEWGNHAES3OLSVO9&marketplace=FLIPKART&srno=b_9_353&otracker=hp_omu_Mid%2BSeason%2BClearance%2BSale_1_Min.%2B60%2525%2BOff_3HCZHOH0UZ_1&fm=organic&iid=4659770e-fae1-45a4-8910-7a4b6ea57516.WCWFE7ZEWGNHAES3.SEARCH,"Women Brown Artificial Leather Card Holder,  (12 Card Slots)"
,75% off,₹312,"1,250",https://www.flipkart.com/dezire-crafts-boys-casual-tan-black-artificial-leather-wallet/p/itmf3zexxznhv9cf?pid=WCWEX32WFBRGGWTF&lid=LSTWCWEX32WFBRGGWTFVHKZYD&marketplace=FLIPKART&srno=b_9_351&otracker=hp_omu_Mid%2BSeason%2BClearance%2BSale_1_Min.%2B60%2525%2BOff_3HCZHOH0UZ_1&fm=organic&iid=5a13636f-0ab9-44ee-a501-0385b1739fca.WCWEX32WFBRGGWTF.SEARCH,"Boys Casual Tan, Black Artificial Leather Wallet,  (7 Card Slots)"
,82% off,₹179,999,https://www.flipkart.com/samtroh-men-formal-brown-genuine-leather-money-clip/p/itmf3zeyfay7hrgn?pid=WCWEWCBQV7E2XHEA&lid=LSTWCWEWCBQV7E2XHEA25EHOI&marketplace=FLIPKART&srno=b_9_352&otracker=hp_omu_Mid%2BSeason%2BClearance%2BSale_1_Min.%2B60%2525%2BOff_3HCZHOH0UZ_1&fm=organic&iid=72c8f402-f840-4d79-8092-5959da2c4ba3.WCWEWCBQV7E2XHEA.SEARCH,"Men Formal Brown Genuine Leather Money Clip,  (5 Card Slots)"
,71% off,₹549,"1,920",https://www.flipkart.com/krosshorn-men-brown-genuine-leather-wallet/p/itmfa7crhk9ysh3z?pid=WCWFA77H5C8NESZW&lid=LSTWCWFA77H5C8NESZWNZWKBA&marketplace=FLIPKART&srno=b_9_350&otracker=hp_omu_Mid%2BSeason%2BClearance%2BSale_1_Min.%2B60%2525%2BOff_3HCZHOH0UZ_1&fm=organic&iid=en_zJBAt%2BcvUXHb%2B5fZHZnt%2BH%2Bf6mlI5pHRSkTvUIb62IUc2sqK9dnqttqMfdWz6%2FjX6PlcmIFdmizAZSUDBZLetA%3D%3D,"Men Brown Genuine Leather Wallet,  (7 Card Slots)"
,82% off,₹179,999,https://www.flipkart.com/samtroh-men-brown-genuine-leather-wallet/p/itmf4hvfctdvgp2q?pid=WCWF5FYGMKFEYTRF&lid=LSTWCWF5FYGMKFEYTRFKN5FCM&marketplace=FLIPKART&srno=b_9_348&otracker=hp_omu_Mid%2BSeason%2BClearance%2BSale_1_Min.%2B60%2525%2BOff_3HCZHOH0UZ_1&fm=organic&iid=1e3d763d-7de8-4e58-83f8-ccfd44c2b281.WCWF5FYGMKFEYTRF.SEARCH,"Men Brown Genuine Leather Wallet,  (5 Card Slots)"
,78% off,₹212,995,https://www.flipkart.com/pocket-bazar-men-casual-black-artificial-leather-wallet/p/itmf7j4f6dhmjxda?pid=WCWF7GHWBKBTGKQR&lid=LSTWCWF7GHWBKBTGKQRFFDDDK&marketplace=FLIPKART&srno=b_9_346&otracker=hp_omu_Mid%2BSeason%2BClearance%2BSale_1_Min.%2B60%2525%2BOff_3HCZHOH0UZ_1&fm=organic&iid=ce81052e-7e5d-4d86-a3c2-6168b20fb8e0.WCWF7GHWBKBTGKQR.SEARCH,"Men Casual Black Artificial Leather Wallet,  (3 Card Slots)"
,81% off,₹188,999,https://www.flipkart.com/samtroh-girls-tan-artificial-leather-wallet/p/itmfdjcmd7ypejgp?pid=WCWFDGBPSXVVX9CZ&lid=LSTWCWFDGBPSXVVX9CZGJKSJI&marketplace=FLIPKART&srno=b_9_347&otracker=hp_omu_Mid%2BSeason%2BClearance%2BSale_1_Min.%2B60%2525%2BOff_3HCZHOH0UZ_1&fm=organic&iid=9b2b458e-2e4e-470e-84ce-495622e5a190.WCWFDGBPSXVVX9CZ.SEARCH,"Girls Tan Artificial Leather Wallet,  (5 Card Slots)"
,75% off,₹311,"1,250",https://www.flipkart.com/dezire-crafts-boys-casual-multicolor-artificial-leather-wallet/p/itmf3zexzgufbdyz?pid=WCWF22V5AEZ4DEVX&lid=LSTWCWF22V5AEZ4DEVXA9APRD&marketplace=FLIPKART&srno=b_9_349&otracker=hp_omu_Mid%2BSeason%2BClearance%2BSale_1_Min.%2B60%2525%2BOff_3HCZHOH0UZ_1&fm=organic&iid=747ec669-2ae0-4b65-9f0d-a9d1c3654b0c.WCWF22V5AEZ4DEVX.SEARCH,"Boys Casual Multicolor Artificial Leather Wallet,  (7 Card Slots)"
,75% off,₹499,"1,999",https://www.flipkart.com/eyeslanguage-men-formal-black-genuine-leather-wallet/p/itmf83thqxy7hkrf?pid=WCWF8FKZZZTHQCX8&lid=LSTWCWF8FKZZZTHQCX8COPAAL&marketplace=FLIPKART&srno=b_9_345&otracker=hp_omu_Mid%2BSeason%2BClearance%2BSale_1_Min.%2B60%2525%2BOff_3HCZHOH0UZ_1&fm=organic&iid=d551f531-c1d1-46fc-ae7b-c8d39808cf67.WCWF8FKZZZTHQCX8.SEARCH,"Men Formal Black Genuine Leather Wallet,  (12 Card Slots)"
,75% off,₹459,"1,860",https://www.flipkart.com/hidelink-men-black-genuine-leather-wallet/p/itmf3zdgup7fftph?pid=WCWEZC22NTYXNY6A&lid=LSTWCWEZC22NTYXNY6AYQZG38&marketplace=FLIPKART&srno=b_9_344&otracker=hp_omu_Mid%2BSeason%2BClearance%2BSale_1_Min.%2B60%2525%2BOff_3HCZHOH0UZ_1&fm=organic&iid=en_zJBAt%2BcvUXHb%2B5fZHZnt%2BH%2Bf6mlI5pHRSkTvUIb62IWtNUpW1F5LiGjwsjHKCA3Zq0MDc8rncfzLtzitVGkOhw%3D%3D,"Men Black Genuine Leather Wallet,  (6 Card Slots)"
,79% off,₹244,"1,199",https://www.flipkart.com/pocket-bazar-men-casual-tan-artificial-leather-wallet/p/itmf492yqhrg2ats?pid=WCWF48RN7YNMKNHD&lid=LSTWCWF48RN7YNMKNHDPZO2KX&marketplace=FLIPKART&srno=b_9_343&otracker=hp_omu_Mid%2BSeason%2BClearance%2BSale_1_Min.%2B60%2525%2BOff_3HCZHOH0UZ_1&fm=organic&iid=1a24d1ba-3d3b-4d02-8495-8b31eb2a1fbe.WCWF48RN7YNMKNHD.SEARCH,"Men Casual Tan Artificial Leather Wallet,  (9 Card Slots)"
,66% off,₹674,"1,999",https://www.flipkart.com/butterflies-women-pink-artificial-leather-wallet/p/itmf5bzvy9vhvymq?pid=WCWF5BCVSJ9NN6KX&lid=LSTWCWF5BCVSJ9NN6KXAKSBZL&marketplace=FLIPKART&srno=b_9_342&otracker=hp_omu_Mid%2BSeason%2BClearance%2BSale_1_Min.%2B60%2525%2BOff_3HCZHOH0UZ_1&fm=organic&iid=0cf0840d-f208-46bb-9765-4d3bb2157b5e.WCWF5BCVSJ9NN6KX.SEARCH,"Women Pink Artificial Leather Wallet,  (4 Card Slots)"
,70% off,₹299,999,https://www.flipkart.com/elv-men-brown-genuine-leather-card-holder/p/itmf3zdhsw3srd69?pid=WCWEY2BX8YV6FKGZ&lid=LSTWCWEY2BX8YV6FKGZO4IV8N&marketplace=FLIPKART&srno=b_9_341&otracker=hp_omu_Mid%2BSeason%2BClearance%2BSale_1_Min.%2B60%2525%2BOff_3HCZHOH0UZ_1&fm=organic&iid=c711a4d9-7170-4287-bb43-ac962a560e3d.WCWEY2BX8YV6FKGZ.SEARCH,"Men Brown Genuine Leather Card Holder,  (5 Card Slots)"
,73% off,₹398,"1,499",https://www.flipkart.com/vener-fabica-men-brown-genuine-leather-wallet/p/itmf9hjjgd8qydnf?pid=WCWF9GJ9VP9EHGUS&lid=LSTWCWF9GJ9VP9EHGUSCIGG0S&marketplace=FLIPKART&srno=b_9_340&otracker=hp_omu_Mid%2BSeason%2BClearance%2BSale_1_Min.%2B60%2525%2BOff_3HCZHOH0UZ_1&fm=organic&iid=en_zJBAt%2BcvUXHb%2B5fZHZnt%2BH%2Bf6mlI5pHRSkTvUIb62IVydb4kDiGWDW0%2F0NYmO6MgsjnjfMOlIeAwj%2FSARih%2BwQ%3D%3D,"Men Brown Genuine Leather Wallet,  (8 Card Slots)"
,76% off,₹359,"1,499",https://www.flipkart.com/flipkart-smartbuy-combo-1-new-pocket-sized-metal-professional-black-atm-card-holder-special-attractive-elegant-id-debit-credit-visitng-10/p/itmf7fg6fvygm6y4?pid=CHDF7YQ4KBBSJBB9&lid=LSTCHDF7YQ4KBBSJBB95HF5RO&marketplace=FLIPKART&srno=b_9_339&otracker=hp_omu_Mid%2BSeason%2BClearance%2BSale_1_Min.%2B60%2525%2BOff_3HCZHOH0UZ_1&fm=organic&iid=f3ff8b04-654c-4deb-be46-a5037e6464e8.CHDF7YQ4KBBSJBB9.SEARCH,"Flipkart SmartBuy Combo of 1 New Pocket Sized Metal Professional Black ATM card holder Special Edition & 1 Attractive Elegant ATM / ID / DEBIT / CREDIT / VISITNG 10 Card Holder,  (Set of 2, Multicolor)"
,75% off,₹172,699,https://www.flipkart.com/accezory-men-casual-black-artificial-leather-wallet/p/itmf3zextgcqv8nq?pid=WCWEVHP3WJNVK9YE&lid=LSTWCWEVHP3WJNVK9YE5YVVT9&marketplace=FLIPKART&srno=b_9_338&otracker=hp_omu_Mid%2BSeason%2BClearance%2BSale_1_Min.%2B60%2525%2BOff_3HCZHOH0UZ_1&fm=organic&iid=7751657c-6f57-4500-b390-14c01f914dfb.WCWEVHP3WJNVK9YE.SEARCH,"Men Casual Black Artificial Leather Wallet,  (8 Card Slots)"
,80% off,₹199,999,https://www.flipkart.com/samtroh-girls-tan-artificial-leather-wallet/p/itmfdjcmd7ypejgp?pid=WCWFDGBPRYF9JYRH&lid=LSTWCWFDGBPRYF9JYRH3ZYYDJ&marketplace=FLIPKART&srno=b_9_336&otracker=hp_omu_Mid%2BSeason%2BClearance%2BSale_1_Min.%2B60%2525%2BOff_3HCZHOH0UZ_1&fm=organic&iid=dc9670aa-b02d-404a-9242-75ffa8ad7b90.WCWFDGBPRYF9JYRH.SEARCH,"Girls Tan Artificial Leather Wallet,  (5 Card Slots)"
,80% off,₹199,999,https://www.flipkart.com/samtroh-girls-tan-artificial-leather-wallet/p/itmfdjcmd7ypejgp?pid=WCWFDGBP3ZDZ2JZW&lid=LSTWCWFDGBP3ZDZ2JZWVFDOJO&marketplace=FLIPKART&srno=b_9_337&otracker=hp_omu_Mid%2BSeason%2BClearance%2BSale_1_Min.%2B60%2525%2BOff_3HCZHOH0UZ_1&fm=organic&iid=b43572f5-d53f-40c2-9be4-fc21a087e114.WCWFDGBP3ZDZ2JZW.SEARCH,"Girls Tan Artificial Leather Wallet,  (5 Card Slots)"
,73% off,₹159,599,https://www.flipkart.com/macberry-boys-beige-artificial-leather-wallet/p/itmfdsggy7d98bhq?pid=WCWFDSEGF6MVBHBN&lid=LSTWCWFDSEGF6MVBHBNH8VY6X&marketplace=FLIPKART&srno=b_9_334&otracker=hp_omu_Mid%2BSeason%2BClearance%2BSale_1_Min.%2B60%2525%2BOff_3HCZHOH0UZ_1&fm=organic&iid=en_zJBAt%2BcvUXHb%2B5fZHZnt%2BH%2Bf6mlI5pHRSkTvUIb62IXaEN1IhZ0U6bUu3KJVFUvB2TuYPbdt2sEiC8vlteK1Nw%3D%3D,"Boys Beige Artificial Leather Wallet,  (8 Card Slots)"
,70% off,₹349,"1,199",https://www.flipkart.com/pollstar-men-white-artificial-leather-wallet/p/itmfaaf7gzxz62hw?pid=WCWFA9JCR4HJQF8F&lid=LSTWCWFA9JCR4HJQF8FX4SWIB&marketplace=FLIPKART&srno=b_9_335&otracker=hp_omu_Mid%2BSeason%2BClearance%2BSale_1_Min.%2B60%2525%2BOff_3HCZHOH0UZ_1&fm=organic&iid=ddf2f936-f1fb-4cb4-9a11-23eb7d56daea.WCWFA9JCR4HJQF8F.SEARCH,"Men White Artificial Leather Wallet,  (3 Card Slots)"
